"","STATE","EVTYPE","FATALITIES","INJURIES","BGN_DATE"
"44284","IA","TORNADO",0,3,1986-08-07
"44334","IA","TORNADO",0,2,1986-09-28
"44661","IA","TSTM WIND",0,1,1988-05-08
"44726","IA","TORNADO",0,42,1988-07-15
"44727","IA","TORNADO",0,34,1988-07-15
"44728","IA","TORNADO",0,12,1988-07-15
"44798","IA","TORNADO",0,4,1988-11-15
"44888","IA","TORNADO",0,2,1989-04-27
"44904","IA","TSTM WIND",0,1,1989-04-27
"44942","IA","TSTM WIND",0,2,1989-05-24
"44975","IA","TSTM WIND",0,1,1989-05-24
"44997","IA","TORNADO",0,3,1989-05-30
"45007","IA","TORNADO",0,1,1989-06-26
"45097","IA","TSTM WIND",0,2,1989-08-05
"45147","IA","TORNADO",0,3,1989-09-08
"45190","IA","TORNADO",0,15,1990-03-13
"45193","IA","TORNADO",0,1,1990-03-13
"45296","IA","TSTM WIND",0,1,1990-06-16
"45307","IA","TSTM WIND",0,1,1990-06-16
"45331","IA","TSTM WIND",0,3,1990-06-16
"45456","IA","TSTM WIND",0,1,1990-08-23
"45515","IA","TORNADO",0,1,1991-03-22
"45534","IA","TORNADO",0,1,1991-03-27
"45542","IA","TSTM WIND",0,1,1991-04-08
"45572","IA","TSTM WIND",0,16,1991-04-26
"45574","IA","TORNADO",0,2,1991-04-26
"45586","IA","TSTM WIND",0,1,1991-04-27
"45650","IA","HAIL",4,0,1991-05-17
"45684","IA","TSTM WIND",0,2,1991-05-29
"45780","IA","TSTM WIND",1,0,1991-07-07
"45868","IA","TSTM WIND",0,2,1991-11-29
"45919","IA","TORNADO",0,3,1992-06-16
"45979","IA","TSTM WIND",0,1,1992-07-07
"46003","IA","TSTM WIND",1,2,1992-07-13
"46051","KS","TORNADO",0,1,1950-05-04
"46052","KS","TORNADO",0,12,1950-05-05
"46055","KS","TORNADO",0,1,1950-05-08
"46056","KS","TORNADO",0,2,1950-05-08
"46057","KS","TORNADO",0,1,1950-05-08
"46062","KS","TORNADO",0,2,1950-05-18
"46065","KS","TORNADO",0,1,1950-05-24
"46068","KS","TORNADO",1,5,1950-06-08
"46072","KS","TORNADO",0,1,1950-07-01
"46098","KS","TORNADO",0,4,1951-05-14
"46105","KS","TORNADO",1,0,1951-05-25
"46117","KS","TORNADO",0,3,1951-06-06
"46123","KS","TORNADO",0,3,1951-06-06
"46139","KS","TORNADO",1,0,1951-06-23
"46140","KS","TORNADO",1,5,1951-06-23
"46141","KS","TORNADO",5,100,1951-06-27
"46165","KS","TORNADO",0,2,1952-05-22
"46167","KS","TORNADO",0,1,1952-05-22
"46201","KS","TORNADO",0,3,1953-06-21
"46267","KS","TORNADO",0,2,1954-08-05
"46306","KS","TORNADO",0,1,1955-05-25
"46308","KS","TORNADO",5,3,1955-05-25
"46309","KS","TORNADO",75,270,1955-05-25
"46316","KS","TORNADO",0,1,1955-05-26
"46434","KS","TORNADO",1,0,1955-09-22
"46453","KS","TORNADO",0,1,1956-04-02
"46456","KS","TORNADO",0,2,1956-04-02
"46459","KS","TORNADO",1,6,1956-04-02
"46465","KS","TORNADO",0,2,1956-04-02
"46466","KS","TORNADO",1,6,1956-04-02
"46470","KS","TORNADO",0,5,1956-04-02
"46471","KS","TORNADO",0,5,1956-04-02
"46472","KS","TORNADO",0,1,1956-04-02
"46475","KS","TORNADO",0,1,1956-04-02
"46476","KS","TORNADO",0,5,1956-04-02
"46477","KS","TORNADO",0,5,1956-04-03
"46478","KS","TORNADO",0,6,1956-04-03
"46584","KS","TORNADO",1,0,1956-07-12
"46653","KS","TORNADO",0,2,1956-10-29
"46657","KS","TORNADO",0,2,1956-10-29
"46658","KS","TORNADO",0,1,1956-10-29
"46662","KS","TORNADO",0,1,1956-12-04
"46664","KS","TORNADO",0,1,1956-12-04
"46712","KS","TORNADO",3,11,1957-05-20
"46713","KS","TORNADO",4,20,1957-05-20
"46792","KS","TORNADO",0,2,1957-06-21
"46801","KS","TORNADO",0,3,1957-06-29
"46846","KS","TORNADO",0,1,1958-06-06
"46851","KS","TORNADO",0,1,1958-06-07
"46872","KS","TORNADO",15,5,1958-06-10
"46877","KS","TORNADO",0,6,1958-06-11
"46878","KS","TORNADO",0,4,1958-06-11
"46891","KS","TORNADO",0,3,1958-06-12
"46978","KS","TORNADO",0,4,1958-07-20
"47135","KS","TORNADO",0,1,1959-05-29
"47146","KS","TORNADO",0,1,1959-05-29
"47224","KS","TORNADO",0,1,1959-09-03
"47229","KS","TORNADO",0,1,1959-09-17
"47235","KS","TORNADO",1,1,1959-09-27
"47252","KS","TORNADO",0,2,1960-04-15
"47254","KS","TORNADO",0,1,1960-04-16
"47255","KS","TORNADO",0,1,1960-04-16
"47267","KS","TORNADO",0,6,1960-04-28
"47299","KS","TORNADO",0,12,1960-05-19
"47300","KS","TORNADO",1,91,1960-05-19
"47303","KS","TORNADO",0,1,1960-05-19
"47305","KS","TORNADO",0,1,1960-05-19
"47307","KS","TORNADO",0,1,1960-05-19
"47424","KS","TORNADO",0,1,1960-10-29
"47431","KS","TORNADO",0,2,1960-11-27
"47432","KS","TORNADO",0,2,1960-11-27
"47451","KS","TORNADO",0,1,1961-03-26
"47492","KS","TORNADO",0,12,1961-05-07
"47604","KS","TORNADO",0,2,1961-11-02
"47646","KS","TORNADO",0,2,1962-05-24
"47648","KS","TORNADO",0,2,1962-05-24
"47649","KS","TORNADO",0,2,1962-05-24
"47683","KS","TORNADO",0,4,1962-05-26
"47738","KS","TORNADO",0,3,1962-06-16
"47801","KS","TORNADO",0,3,1962-08-06
"47901","KS","TORNADO",0,2,1963-05-25
"47942","KS","TORNADO",0,1,1963-07-12
"48010","KS","TORNADO",0,3,1964-04-12
"48014","KS","TORNADO",1,22,1964-04-12
"48015","KS","TORNADO",3,9,1964-04-12
"48054","KS","TORNADO",0,2,1964-04-22
"48060","KS","TORNADO",0,2,1964-04-22
"48078","KS","TORNADO",0,1,1964-04-22
"48110","KS","TORNADO",0,1,1964-05-05
"48146","KS","TORNADO",0,1,1964-06-12
"48253","KS","TORNADO",0,1,1964-08-31
"48264","KS","TORNADO",0,2,1965-03-16
"48265","KS","TORNADO",0,3,1965-03-16
"48287","KS","TORNADO",0,1,1965-05-07
"48288","KS","TORNADO",0,1,1965-05-07
"48297","KS","TORNADO",0,10,1965-05-13
"48331","KS","TORNADO",0,1,1965-05-25
"48333","KS","TORNADO",0,7,1965-05-25
"48334","KS","TORNADO",0,1,1965-05-25
"48363","KS","TORNADO",0,2,1965-06-04
"48454","KS","TORNADO",0,27,1965-09-03
"48491","KS","TORNADO",0,4,1966-04-19
"48510","KS","TORNADO",0,5,1966-05-15
"48576","KS","TORNADO",0,50,1966-06-08
"48579","KS","TORNADO",16,450,1966-06-08
"48581","KS","TORNADO",1,2,1966-06-08
"48625","KS","TORNADO",0,1,1966-07-06
"48649","KS","TORNADO",0,1,1966-08-06
"48722","KS","TORNADO",0,5,1967-06-09
"48726","KS","TORNADO",1,5,1967-06-09
"48782","KS","TORNADO",1,30,1967-06-23
"48900","KS","TORNADO",0,4,1968-05-13
"48902","KS","TORNADO",0,1,1968-05-13
"48950","KS","TORNADO",0,3,1968-06-10
"48985","KS","TORNADO",0,8,1968-06-18
"49065","KS","TORNADO",0,1,1969-04-04
"49137","KS","TORNADO",0,6,1969-06-17
"49146","KS","TORNADO",0,60,1969-06-21
"49165","KS","TORNADO",0,6,1969-06-23
"49224","KS","TORNADO",0,2,1969-07-09
"49225","KS","TORNADO",0,2,1969-07-09
"49360","KS","TORNADO",0,5,1970-06-14
"49555","KS","TORNADO",0,3,1971-05-31
"49603","KS","TORNADO",0,1,1971-06-09
"49604","KS","TORNADO",0,1,1971-06-09
"49619","KS","TORNADO",0,1,1971-06-13
"49690","KS","TORNADO",0,7,1971-10-17
"49721","KS","TORNADO",0,2,1972-04-30
"49727","KS","TORNADO",0,1,1972-04-30
"49738","KS","TORNADO",0,6,1972-04-30
"49825","KS","TORNADO",0,1,1972-07-27
"49826","KS","TORNADO",0,7,1972-07-28
"49853","KS","TORNADO",0,1,1973-03-08
"49931","KS","TORNADO",3,0,1973-05-26
"49933","KS","TORNADO",0,1,1973-05-26
"50050","KS","TORNADO",0,6,1973-09-25
"50051","KS","TORNADO",0,2,1973-09-25
"50053","KS","TORNADO",1,2,1973-09-25
"50059","KS","TORNADO",0,20,1973-09-25
"50061","KS","TORNADO",2,6,1973-09-25
"50086","KS","TORNADO",0,15,1973-10-11
"50136","KS","TORNADO",0,3,1974-04-20
"50183","KS","TORNADO",0,2,1974-05-13
"50200","KS","TORNADO",0,2,1974-05-13
"50312","KS","TORNADO",0,1,1974-05-30
"50415","KS","TORNADO",6,177,1974-06-08
"50444","KS","TORNADO",0,2,1974-06-21
"50772","KS","TORNADO",0,1,1976-04-14
"50786","KS","TORNADO",0,1,1976-04-15
"50789","KS","TORNADO",0,2,1976-04-17
"50914","KS","TORNADO",0,1,1977-05-04
"51114","KS","TORNADO",0,1,1978-05-11
"51132","KS","TORNADO",0,1,1978-05-23
"51165","KS","TORNADO",3,1,1978-05-31
"51178","KS","TORNADO",16,3,1978-06-17
"51323","KS","TORNADO",0,2,1979-04-10
"51325","KS","TORNADO",0,1,1979-04-11
"51500","KS","TORNADO",0,11,1979-10-18
"51506","KS","TORNADO",0,5,1979-10-18
"51517","KS","TORNADO",0,1,1979-10-21
"51571","KS","TORNADO",0,1,1980-05-31
"51758","KS","TORNADO",0,4,1980-10-15
"51914","KS","TORNADO",1,33,1981-06-19
"51979","KS","TORNADO",0,9,1981-07-19
"52041","KS","TORNADO",1,1,1982-03-15
"52050","KS","TORNADO",0,3,1982-03-15
"52051","KS","TORNADO",1,8,1982-03-15
"52056","KS","TORNADO",1,6,1982-03-15
"52342","KS","TORNADO",0,3,1982-07-08
"52482","KS","TORNADO",0,4,1983-03-26
"52512","KS","TORNADO",1,25,1983-05-06
"52745","KS","TORNADO",0,1,1984-02-11
"52804","KS","TORNADO",0,4,1984-04-26
"52806","KS","TORNADO",0,1,1984-04-26
"52810","KS","TORNADO",0,9,1984-04-26
"52841","KS","TORNADO",0,1,1984-04-29
"52888","KS","TORNADO",0,5,1984-06-07
"52889","KS","TSTM WIND",0,4,1984-06-07
"53051","KS","TSTM WIND",0,2,1984-07-10
"53063","KS","TSTM WIND",0,3,1984-08-06
"53065","KS","TSTM WIND",0,3,1984-08-07
"53078","KS","TORNADO",1,0,1984-10-31
"53079","KS","TSTM WIND",4,10,1984-10-31
"53083","KS","TSTM WIND",0,1,1984-10-31
"53085","KS","TORNADO",0,1,1984-10-31
"53148","KS","TORNADO",0,1,1985-05-10
"53182","KS","TSTM WIND",0,2,1985-05-13
"53272","KS","TSTM WIND",0,2,1985-06-14
"53352","KS","TSTM WIND",0,1,1985-06-26
"53421","KS","HAIL",0,2,1985-08-06
"53464","KS","TSTM WIND",1,5,1985-08-17
"53466","KS","TSTM WIND",0,1,1985-08-17
"53593","KS","TSTM WIND",0,1,1986-04-13
"53936","KS","TSTM WIND",0,2,1986-07-10
"53952","KS","HAIL",0,1,1986-07-13
"53973","KS","TSTM WIND",0,1,1986-07-28
"53982","KS","TSTM WIND",0,1,1986-08-01
"53988","KS","HAIL",0,18,1986-08-01
"54004","KS","TORNADO",0,3,1986-08-01
"54143","KS","TSTM WIND",0,1,1986-09-23
"54418","KS","TSTM WIND",0,16,1987-06-27
"54442","KS","TSTM WIND",0,1,1987-06-28
"54496","KS","TORNADO",0,2,1987-07-05
"54501","KS","TSTM WIND",0,25,1987-07-05
"54557","KS","TSTM WIND",0,7,1987-07-12
"54661","KS","TSTM WIND",0,10,1987-08-19
"54775","KS","TSTM WIND",0,7,1988-06-30
"54885","KS","TORNADO",0,2,1988-11-09
"54903","KS","TSTM WIND",0,2,1988-11-15
"54909","KS","TORNADO",0,22,1988-11-15
"55275","KS","TSTM WIND",3,0,1989-07-17
"55335","KS","TSTM WIND",0,2,1989-08-25
"55342","KS","TSTM WIND",0,1,1989-08-27
"55348","KS","TSTM WIND",0,1,1989-08-28
"55369","KS","TORNADO",0,1,1989-09-08
"55400","KS","TORNADO",0,1,1990-03-12
"55417","KS","TORNADO",0,1,1990-03-13
"55420","KS","TORNADO",1,59,1990-03-13
"55427","KS","TORNADO",1,0,1990-03-13
"55639","KS","TORNADO",0,4,1990-05-24
"55640","KS","TORNADO",0,2,1990-05-24
"55706","KS","TORNADO",0,17,1990-06-07
"55806","KS","TSTM WIND",0,3,1990-06-15
"55858","KS","TSTM WIND",0,1,1990-06-19
"55861","KS","TSTM WIND",0,26,1990-06-19
"55863","KS","TSTM WIND",0,1,1990-06-19
"55865","KS","TSTM WIND",0,4,1990-06-19
"55866","KS","TSTM WIND",0,1,1990-06-19
"55876","KS","TORNADO",0,2,1990-06-19
"55998","KS","TSTM WIND",0,1,1990-10-04
"56035","KS","TORNADO",0,1,1991-03-26
"56041","KS","TORNADO",0,5,1991-03-26
"56052","KS","TORNADO",0,6,1991-03-26
"56078","KS","TORNADO",0,1,1991-03-26
"56118","KS","TORNADO",0,1,1991-04-11
"56244","KS","TORNADO",0,6,1991-04-26
"56274","KS","TORNADO",4,75,1991-04-26
"56278","KS","TORNADO",1,0,1991-04-26
"56281","KS","TORNADO",13,150,1991-04-26
"56285","KS","TORNADO",0,4,1991-04-26
"56289","KS","TORNADO",1,2,1991-04-26
"56301","KS","TORNADO",0,4,1991-04-26
"56303","KS","TORNADO",0,2,1991-04-26
"56433","KS","TORNADO",0,2,1991-05-16
"56549","KS","TSTM WIND",1,0,1991-05-26
"56602","KS","TSTM WIND",0,12,1991-05-26
"56926","KS","TORNADO",0,2,1992-06-15
"56961","KS","TORNADO",0,10,1992-06-15
"56982","KS","TSTM WIND",0,8,1992-06-19
"56985","KS","TSTM WIND",0,2,1992-06-19
"57049","KS","TSTM WIND",0,6,1992-07-08
"57170","KS","TORNADO",0,1,1992-09-05
"57209","KY","TORNADO",1,11,1951-11-13
"57210","KY","TORNADO",0,18,1952-03-22
"57211","KY","TORNADO",0,3,1952-12-09
"57222","KY","TORNADO",0,2,1955-03-04
"57223","KY","TORNADO",0,9,1955-03-15
"57225","KY","TORNADO",0,2,1955-04-24
"57236","KY","TORNADO",1,2,1956-04-03
"57238","KY","TORNADO",0,1,1956-04-03
"57239","KY","TORNADO",0,1,1956-04-29
"57242","KY","TORNADO",0,12,1956-07-13
"57272","KY","TORNADO",0,1,1958-04-02
"57289","KY","TORNADO",0,3,1958-06-12
"57292","KY","TORNADO",0,8,1958-07-11
"57298","KY","TORNADO",3,0,1959-01-21
"57305","KY","TORNADO",0,6,1959-02-10
"57330","KY","TORNADO",0,12,1960-06-28
"57350","KY","TORNADO",0,3,1961-05-07
"57364","KY","TORNADO",0,38,1961-06-09
"57366","KY","TORNADO",1,25,1961-06-09
"57395","KY","TORNADO",0,4,1963-03-19
"57401","KY","TORNADO",0,3,1963-04-21
"57419","KY","TORNADO",0,2,1964-01-24
"57426","KY","TORNADO",0,8,1964-03-04
"57427","KY","TORNADO",3,16,1964-03-04
"57428","KY","TORNADO",0,5,1964-03-04
"57431","KY","TORNADO",0,1,1964-03-25
"57445","KY","TORNADO",0,2,1964-06-12
"57448","KY","TORNADO",0,1,1964-06-15
"57486","KY","TORNADO",1,1,1965-11-26
"57487","KY","TORNADO",0,8,1965-11-26
"57488","KY","TORNADO",0,2,1965-11-26
"57491","KY","TORNADO",0,2,1966-06-06
"57519","KY","TORNADO",0,5,1967-03-12
"57527","KY","TORNADO",0,2,1967-05-06
"57558","KY","TORNADO",1,15,1968-04-03
"57560","KY","TORNADO",1,5,1968-04-04
"57562","KY","TORNADO",0,5,1968-04-04
"57564","KY","TORNADO",0,5,1968-04-04
"57575","KY","TORNADO",4,350,1968-04-23
"57578","KY","TORNADO",1,8,1968-04-23
"57586","KY","TORNADO",0,2,1968-04-23
"57598","KY","TORNADO",0,5,1968-04-23
"57603","KY","TORNADO",0,3,1968-04-23
"57658","KY","TORNADO",0,1,1969-05-08
"57662","KY","TORNADO",0,14,1969-05-10
"57754","KY","TORNADO",0,5,1970-04-24
"57755","KY","TORNADO",0,5,1970-04-24
"57756","KY","TORNADO",0,3,1970-04-24
"57798","KY","TORNADO",0,2,1970-09-09
"57840","KY","TORNADO",1,0,1971-04-27
"57846","KY","TORNADO",6,58,1971-04-27
"57849","KY","TORNADO",2,70,1971-04-27
"57850","KY","TORNADO",0,2,1971-04-27
"57929","KY","TORNADO",0,1,1972-04-21
"57933","KY","TORNADO",0,4,1972-04-21
"57942","KY","TORNADO",0,1,1972-08-19
"57944","KY","TORNADO",0,3,1972-09-29
"57955","KY","TORNADO",0,5,1973-05-10
"57970","KY","TORNADO",0,2,1973-05-25
"58011","KY","TORNADO",0,2,1973-06-27
"58014","KY","TORNADO",0,2,1973-06-29
"58043","KY","TORNADO",0,2,1973-11-25
"58045","KY","TORNADO",0,2,1973-11-26
"58056","KY","TORNADO",0,8,1974-03-29
"58059","KY","TORNADO",0,2,1974-03-29
"58061","KY","TORNADO",0,1,1974-03-29
"58075","KY","TORNADO",1,20,1974-04-01
"58076","KY","TORNADO",0,3,1974-04-01
"58092","KY","TORNADO",0,13,1974-04-03
"58094","KY","TORNADO",31,257,1974-04-03
"58097","KY","TORNADO",0,2,1974-04-03
"58100","KY","TORNADO",0,20,1974-04-03
"58102","KY","TORNADO",3,225,1974-04-03
"58106","KY","TORNADO",1,12,1974-04-03
"58107","KY","TORNADO",2,57,1974-04-03
"58109","KY","TORNADO",2,45,1974-04-03
"58110","KY","TORNADO",1,24,1974-04-03
"58111","KY","TORNADO",0,18,1974-04-03
"58115","KY","TORNADO",0,3,1974-04-03
"58116","KY","TORNADO",0,53,1974-04-03
"58118","KY","TORNADO",4,85,1974-04-03
"58121","KY","TORNADO",0,37,1974-04-03
"58123","KY","TORNADO",0,65,1974-04-03
"58124","KY","TORNADO",0,33,1974-04-03
"58125","KY","TORNADO",1,33,1974-04-03
"58126","KY","TORNADO",8,63,1974-04-03
"58127","KY","TORNADO",0,27,1974-04-03
"58129","KY","TORNADO",2,17,1974-04-03
"58130","KY","TORNADO",0,10,1974-04-03
"58131","KY","TORNADO",0,5,1974-04-03
"58135","KY","TORNADO",7,20,1974-04-03
"58137","KY","TORNADO",0,8,1974-04-03
"58138","KY","TORNADO",6,30,1974-04-03
"58139","KY","TORNADO",0,2,1974-04-03
"58142","KY","TORNADO",0,20,1974-04-03
"58143","KY","TORNADO",0,11,1974-04-03
"58144","KY","TORNADO",1,10,1974-04-03
"58146","KY","TORNADO",2,40,1974-04-03
"58148","KY","TORNADO",0,22,1974-04-03
"58149","KY","TORNADO",0,5,1974-04-03
"58275","KY","TORNADO",0,10,1976-03-20
"58293","KY","TORNADO",0,1,1976-06-24
"58318","KY","TORNADO",1,0,1976-09-26
"58325","KY","TORNADO",0,1,1977-04-04
"58360","KY","TORNADO",0,6,1977-06-30
"58393","KY","TORNADO",0,16,1977-10-01
"58421","KY","TORNADO",0,17,1978-05-12
"58458","KY","TORNADO",0,2,1979-03-23
"58459","KY","TORNADO",1,19,1979-03-31
"58471","KY","TORNADO",0,5,1979-04-11
"58495","KY","TORNADO",0,7,1979-06-29
"58528","KY","TORNADO",0,4,1980-04-08
"58530","KY","TORNADO",2,9,1980-04-08
"58580","KY","TORNADO",0,1,1980-07-02
"58662","KY","TORNADO",0,7,1981-06-09
"58717","KY","TORNADO",0,1,1981-08-05
"58719","KY","TORNADO",0,2,1981-11-19
"58724","KY","TORNADO",0,1,1982-03-16
"58725","KY","TORNADO",0,1,1982-03-16
"58735","KY","TORNADO",0,8,1982-03-20
"58823","KY","TORNADO",0,4,1982-05-31
"58869","KY","TORNADO",0,4,1982-06-16
"58871","KY","TORNADO",0,1,1982-06-16
"58873","KY","TORNADO",0,3,1982-06-16
"58907","KY","TORNADO",0,1,1983-04-02
"59035","KY","TORNADO",0,6,1983-08-11
"59163","KY","TORNADO",0,8,1984-05-06
"59164","KY","TORNADO",0,1,1984-05-06
"59196","KY","TORNADO",0,1,1984-06-23
"59201","KY","TSTM WIND",0,3,1984-07-03
"59224","KY","TSTM WIND",0,1,1984-07-11
"59276","KY","TSTM WIND",0,1,1985-03-04
"59355","KY","TSTM WIND",1,0,1985-06-10
"59418","KY","TSTM WIND",1,0,1986-03-10
"59426","KY","TSTM WIND",0,6,1986-03-10
"59428","KY","TSTM WIND",0,40,1986-03-10
"59434","KY","TORNADO",0,20,1986-03-10
"59440","KY","TSTM WIND",0,3,1986-03-12
"59452","KY","TORNADO",0,2,1986-03-12
"59457","KY","TSTM WIND",0,1,1986-03-12
"59461","KY","TORNADO",0,3,1986-03-12
"59463","KY","TSTM WIND",0,1,1986-03-12
"59472","KY","TORNADO",0,2,1986-04-20
"59500","KY","HAIL",0,1,1986-05-14
"59519","KY","TSTM WIND",0,1,1986-06-30
"59522","KY","TORNADO",0,1,1986-07-11
"59572","KY","TSTM WIND",0,1,1987-04-27
"59589","KY","TSTM WIND",0,1,1987-06-01
"59597","KY","TSTM WIND",0,1,1987-06-12
"59623","KY","TSTM WIND",0,1,1987-06-16
"59626","KY","TSTM WIND",0,1,1987-06-16
"59633","KY","TSTM WIND",0,1,1987-07-04
"59636","KY","TSTM WIND",0,1,1987-07-05
"59639","KY","TSTM WIND",0,1,1987-07-05
"59640","KY","TSTM WIND",0,1,1987-07-05
"59692","KY","TSTM WIND",0,1,1987-07-05
"59698","KY","TSTM WIND",0,1,1987-07-06
"59715","KY","TSTM WIND",0,1,1987-07-06
"59726","KY","TSTM WIND",0,1,1987-07-06
"59736","KY","TSTM WIND",0,3,1987-07-06
"59743","KY","TSTM WIND",0,1,1987-07-13
"59752","KY","TSTM WIND",0,10,1987-07-26
"59770","KY","TSTM WIND",0,1,1987-08-03
"59819","KY","TORNADO",1,15,1988-05-09
"59848","KY","TSTM WIND",0,1,1989-01-07
"59860","KY","TORNADO",0,1,1989-04-03
"59889","KY","TORNADO",0,1,1989-05-05
"59902","KY","TORNADO",0,1,1989-05-22
"59909","KY","TSTM WIND",0,2,1989-05-22
"59957","KY","TSTM WIND",0,1,1989-08-05
"59970","KY","TSTM WIND",0,1,1989-09-01
"59976","KY","TSTM WIND",0,3,1989-11-15
"59977","KY","TSTM WIND",0,4,1989-11-15
"59985","KY","TSTM WIND",0,6,1989-11-15
"59987","KY","TORNADO",0,2,1989-11-15
"59996","KY","TSTM WIND",0,2,1989-11-15
"60004","KY","TSTM WIND",0,1,1990-04-28
"60024","KY","TSTM WIND",0,2,1990-05-16
"60033","KY","TSTM WIND",0,5,1990-05-16
"60046","KY","TSTM WIND",0,2,1990-05-16
"60055","KY","TSTM WIND",0,2,1990-05-16
"60061","KY","TSTM WIND",0,2,1990-05-16
"60069","KY","TORNADO",0,1,1990-05-21
"60076","KY","TORNADO",0,1,1990-06-02
"60077","KY","TORNADO",0,5,1990-06-02
"60081","KY","TSTM WIND",0,2,1990-06-02
"60230","KY","TORNADO",1,12,1991-03-22
"60238","KY","TSTM WIND",0,1,1991-03-27
"60254","KY","TORNADO",0,3,1991-04-09
"60259","KY","TSTM WIND",0,3,1991-04-09
"60264","KY","TSTM WIND",0,6,1991-04-09
"60269","KY","TSTM WIND",0,2,1991-04-09
"60272","KY","TSTM WIND",0,5,1991-04-09
"60273","KY","TSTM WIND",0,5,1991-04-09
"60292","KY","TSTM WIND",0,1,1991-04-09
"60338","KY","TSTM WIND",0,1,1991-07-08
"60362","KY","TSTM WIND",0,1,1991-07-08
"60395","KY","TSTM WIND",2,0,1991-08-08
"60413","KY","TSTM WIND",0,1,1991-09-16
"60486","KY","TSTM WIND",0,2,1992-07-10
"60500","KY","TSTM WIND",0,2,1992-07-30
"60539","KY","TORNADO",1,9,1992-11-22
"60545","LA","TORNADO",5,25,1950-02-12
"60546","LA","TORNADO",9,40,1950-02-12
"60547","LA","TORNADO",5,10,1950-02-12
"60548","LA","TORNADO",9,37,1950-02-12
"60554","LA","TORNADO",0,2,1950-03-19
"60557","LA","TORNADO",0,2,1950-03-27
"60562","LA","TORNADO",0,7,1950-05-01
"60564","LA","TORNADO",0,2,1950-05-01
"60566","LA","TORNADO",0,1,1950-05-02
"60567","LA","TORNADO",1,5,1950-05-02
"60569","LA","TORNADO",0,13,1950-05-29
"60571","LA","TORNADO",0,11,1951-01-06
"60575","LA","TORNADO",0,2,1951-04-21
"60576","LA","TORNADO",0,1,1951-04-21
"60582","LA","TORNADO",0,5,1952-02-19
"60585","LA","TORNADO",0,10,1952-04-04
"60587","LA","TORNADO",4,33,1952-04-04
"60588","LA","TORNADO",0,3,1952-04-04
"60592","LA","TORNADO",2,21,1953-02-06
"60595","LA","TORNADO",2,22,1953-03-22
"60600","LA","TORNADO",0,3,1953-05-16
"60603","LA","TORNADO",0,2,1953-05-16
"60604","LA","TORNADO",0,17,1953-05-17
"60606","LA","TORNADO",0,1,1953-05-18
"60608","LA","TORNADO",0,2,1953-07-17
"60611","LA","TORNADO",0,2,1953-11-21
"60613","LA","TORNADO",7,20,1953-12-03
"60614","LA","TORNADO",0,10,1953-12-03
"60616","LA","TORNADO",0,5,1953-12-03
"60618","LA","TORNADO",0,3,1953-12-03
"60620","LA","TORNADO",2,15,1953-12-03
"60621","LA","TORNADO",0,16,1953-12-05
"60622","LA","TORNADO",0,11,1953-12-05
"60624","LA","TORNADO",1,4,1954-02-19
"60628","LA","TORNADO",1,6,1954-04-30
"60630","LA","TORNADO",0,1,1954-04-30
"60655","LA","TORNADO",0,1,1956-04-05
"60656","LA","TORNADO",0,1,1956-04-05
"60668","LA","TORNADO",0,2,1956-10-20
"60670","LA","TORNADO",3,9,1957-01-22
"60672","LA","TORNADO",0,2,1957-03-21
"60676","LA","TORNADO",0,3,1957-03-31
"60681","LA","TORNADO",0,1,1957-05-23
"60690","LA","TORNADO",1,19,1957-10-15
"60691","LA","TORNADO",0,10,1957-10-15
"60695","LA","TORNADO",1,1,1957-10-23
"60699","LA","TORNADO",0,5,1957-11-07
"60702","LA","TORNADO",3,16,1957-11-07
"60704","LA","TORNADO",2,13,1957-11-07
"60705","LA","TORNADO",2,5,1957-11-07
"60706","LA","TORNADO",2,5,1957-11-07
"60717","LA","TORNADO",0,1,1957-11-16
"60721","LA","TORNADO",0,2,1958-02-26
"60737","LA","TORNADO",0,1,1958-11-14
"60741","LA","TORNADO",0,1,1959-02-14
"60755","LA","TORNADO",0,1,1959-04-21
"60762","LA","TORNADO",0,2,1959-06-14
"60773","LA","TORNADO",0,8,1960-02-03
"60779","LA","TORNADO",0,4,1960-04-29
"60800","LA","TORNADO",0,9,1961-02-21
"60815","LA","TORNADO",0,1,1961-03-30
"60829","LA","TORNADO",1,55,1961-09-10
"60833","LA","TORNADO",0,16,1961-09-10
"60835","LA","TORNADO",0,2,1961-09-11
"60837","LA","TORNADO",5,37,1961-09-12
"60842","LA","TORNADO",0,1,1961-11-02
"60845","LA","TORNADO",0,1,1961-11-13
"60850","LA","TORNADO",0,3,1961-11-22
"60851","LA","TORNADO",0,3,1961-12-11
"60859","LA","TORNADO",0,1,1962-02-23
